chrom1	mid1	chrom2	mid2	strand1	strand2	fc1	fc2	fc.mean
chr15	81185986	chr15	81771650	+	-	25.17885	5.0228	15.100825
chr1	74360082	chr1	74948463	+	-	20.53479	9.66673	15.100760000000001
chr3	89158873	chr3	89757527	-	+	18.72211	11.47924	15.100675
chr13	114655312	chr13	115251024	-	-	20.53479	9.66633	15.100560000000002
chr15	96462822	chr15	97067565	-	+	2.7904400000000003	27.40918	15.09981
chr3	67251239	chr3	67860462	+	+	8.83516	21.3621	15.09863
chr14	73400372	chr14	73988084	-	+	17.20349	12.99289	15.098189999999999
chr19	46471240	chr19	47065844	+	-	16.299310000000002	13.895920000000002	15.097615000000001
chr19	45510730	chr19	46130682	-	+	16.111179999999994	14.08405	15.097614999999998
chr7	149470760	chr7	150080767	-	+	14.39476	15.799120000000002	15.09694
chr7	51740668	chr7	52327796	-	-	16.94266	13.25011	15.096385
chr1	33622773	chr1	34221691	+	-	3.34853	26.84365	15.09609
chr13	113836863	chr13	114429261	+	+	6.31965	23.87149	15.09557
chr7	26505184	chr7	27105586	+	-	19.02409	11.16177	15.09293
chr4	115807743	chr4	116392205	+	+	18.340020000000006	11.8446	15.092310000000003
chr3	95254556	chr3	95856031	-	-	17.19377	12.99085	15.092310000000001
chr14	55113258	chr14	55720709	-	-	14.51918	15.66543	15.092305
chr4	122700310	chr4	123310745	+	+	4.19805	25.98577	15.091909999999999
chr2	64803708	chr2	65405644	+	-	15.799120000000002	14.38407	15.091595000000002
chr11	101999915	chr11	102600676	-	+	15.91275	14.26934	15.091045000000001
chr5	113003178	chr5	113602531	-	-	7.25515	22.92503	15.09009
chr18	61473793	chr18	62085517	+	-	20.33512	9.84504	15.09008
chr4	98735761	chr4	99317515	-	+	21.3441	8.83516	15.08963
chr12	87070535	chr12	87685316	-	-	21.3441	8.83516	15.08963
chr8	86120487	chr8	86717728	-	-	21.3441	8.83516	15.08963
chr10	119708070	chr10	120313437	-	-	16.887	13.29175	15.089375
chr7	107382976	chr7	107997464	-	+	15.25865	14.91968	15.089165
chr10	94880677	chr10	95496502	+	-	20.89604	9.28004	15.08804
chr9	119800018	chr9	120405995	-	-	14.66771	15.50586	15.086784999999999
chr2	145436752	chr2	146040663	-	+	17.60125	12.57232	15.086784999999999
chr8	123628141	chr8	124218578	+	+	12.99039	17.182170000000006	15.086280000000002
chr5	21492326	chr5	22090574	+	+	21.76272	8.40584	15.08428
chr14	105213395	chr14	105796834	-	+	17.69311	12.47317	15.08314
chr17	35121375	chr17	35720029	-	+	21.84891	8.31545	15.082180000000001
chr7	109066765	chr7	109655537	+	+	18.9287	11.23493	15.081814999999999
chr7	120287221	chr7	120902877	+	+	7.3418199999999985	22.82096	15.081389999999999
chr5	100670113	chr5	101255175	-	+	14.38407	15.77718	15.080625
chr16	45192898	chr16	45786930	+	-	21.37294	8.787930000000001	15.080435000000001
chr18	42169551	chr18	42761531	-	+	13.92007	16.24008	15.080075
chr8	112669628	chr8	113273915	+	+	9.74405	20.4161	15.080075
chr15	84114653	chr15	84722311	+	-	14.38407	15.77608	15.080075
chr19	28833641	chr19	29430246	-	-	6.9600300000000015	23.20011	15.08007
chr6	71896127	chr6	72484272	+	-	4.64002	25.52012	15.08007
chr11	114497838	chr11	115086407	-	+	16.704079999999998	13.45606	15.08007
chr11	98217229	chr11	98836862	-	+	18.76121	11.39861	15.079909999999998
chr7	146776384	chr7	147372735	+	+	17.16808	12.99085	15.079464999999999
chr4	44682561	chr4	45293189	-	-	12.16401	17.99442	15.079215000000001
chr7	134194480	chr7	134800652	-	+	6.63492	23.52314	15.079030000000001
chr17	45719884	chr17	46304154	-	-	25.9817	4.1760199999999985	15.078859999999999
chr11	116669766	chr11	117251427	-	-	19.02409	11.13353	15.07881
chr9	119467404	chr9	120049951	+	+	10.04559	20.11141	15.0785
chr6	41711890	chr6	42299138	+	+	20.49018	9.66673	15.078454999999998
chr12	112230704	chr12	112817027	-	+	25.98078	4.1760199999999985	15.078399999999998
chr3	137974185	chr3	138569502	-	-	11.43374	18.72211	15.077925
chr14	55197204	chr14	55796314	-	-	14.241270000000002	15.91433	15.0778
chr6	142506806	chr6	143124003	+	-	13.45606	16.69718	15.07662
chr4	123905945	chr4	124525074	+	-	17.46517	12.68758	15.076375
chr10	126190011	chr10	126779543	-	-	6.6970600000000005	23.45151	15.074285
chr15	98335108	chr15	98944341	-	-	13.410470000000002	16.73338	15.071925
chr16	76200736	chr16	76786915	-	-	3.77748	26.36378	15.07063
chr6	115960752	chr6	116568287	+	+	25.37638	4.76323	15.069805
chr6	128151523	chr6	128755304	+	+	17.61744	12.52099	15.069215
chr15	96373673	chr15	96978066	+	+	25.67207	4.46471	15.06839
chr5	86620017	chr5	87200233	-	-	19.5331	10.60368	15.06839
chr12	87529302	chr12	88113208	+	+	4.46471	25.67207	15.06839
chrX	50303091	chrX	50913934	-	+	15.06839	15.06839	15.06839
chr6	97081201	chr6	97690312	-	-	7.25515	22.88163	15.06839
chr6	91115391	chr6	91726686	+	+	15.88269	14.24863	15.065660000000001
chr17	25411275	chr17	26000842	-	+	17.52094	12.60876	15.06485
chr5	115512309	chr5	116103219	-	+	5.98392	24.14414	15.06403
chr14	70598390	chr14	71180752	-	+	12.57232	17.554579999999998	15.06345
chr15	102528821	chr15	103139049	+	-	25.98413	4.14271	15.06342
chr4	100210702	chr4	100820065	-	+	26.30446	3.82084	15.06265
chr17	30851885	chr17	31469444	-	+	12.17269	17.95175	15.06222
chr18	12260768	chr18	12850304	-	+	22.16086	7.96247	15.061665
chr5	33546414	chr5	34154372	+	+	18.95895	11.16177	15.060360000000001
chr3	88544277	chr3	89143511	-	-	9.48751	20.63252	15.060015
chr9	20366821	chr9	20966166	-	+	4.46471	25.65525	15.05998
chr1	188065188	chr1	188651844	+	+	7.795730000000002	22.32354	15.059635000000002
chr5	122396020	chr5	122997659	+	+	15.92494	14.19354	15.059239999999999
chr6	70755494	chr6	71373306	+	-	11.73417	18.38416	15.059165
chr6	29810452	chr6	30410072	-	-	16.47679	13.6395	15.058145
chr6	66483465	chr6	67092425	-	-	13.410470000000002	16.704079999999998	15.057275
chr11	3435483	chr11	4035097	+	+	19.79358	10.31996	15.05677
chr8	123752997	chr8	124356633	-	-	10.3632	19.74919	15.056194999999999
chr8	10574284	chr8	11187702	+	-	18.09609	12.01575	15.05592
chr15	66129153	chr15	66736023	+	+	16.76309	13.34874	15.055914999999999
chr9	43875107	chr9	44493573	+	-	15.36431	14.74585	15.05508
chr1	137616232	chr1	138203215	+	+	18.52366	11.58602	15.054839999999999
chr3	152913751	chr3	153498832	-	-	18.19513	11.91448	15.054804999999998
chr11	100484128	chr11	101074358	-	-	26.98983	3.11829	15.05406
chr3	97104040	chr3	97698823	-	+	8.31545	21.79202	15.053735
chr5	65730601	chr5	66347212	+	+	4.64002	25.46606	15.05304
chr6	127396535	chr6	127982465	-	+	16.41165	13.692570000000002	15.052110000000003
chr9	31384825	chr9	31966846	+	-	8.92942	21.1699	15.04966
chr3	87891777	chr3	88488612	+	+	23.88741	6.20926	15.048335
chr9	71058876	chr9	71656632	+	+	20.45766	9.63878	15.04822
chr8	124209529	chr8	124797231	-	+	11.56707	18.52756	15.047315000000001
chr5	114521064	chr5	115117735	+	-	4.46471	25.62969	15.0472
chr11	118600384	chr11	119201194	-	+	14.5878	15.50586	15.04683
chr11	82049227	chr11	82659399	+	+	26.42616	3.66524	15.0457
chr8	73244805	chr8	73864715	+	+	19.48627	10.60368	15.044975
chr3	103882866	chr3	104479514	-	-	10.60368	19.48627	15.044975
chr11	49085001	chr11	49683504	-	-	16.74841	13.34148	15.044945
chr17	45718602	chr17	46307702	+	-	16.6791	13.410470000000002	15.044785000000001
chr5	49762110	chr5	50367461	+	+	9.55209	20.53479	15.04344
chr13	114055645	chr13	114655312	-	-	9.55209	20.53479	15.04344
chr4	148557061	chr4	149167433	-	+	14.02748	16.05709	15.042285
chr5	35721913	chr5	36314696	-	-	4.56419	25.52012	15.042155
chr9	45221998	chr9	45820675	-	+	8.28784	21.79202	15.03993
chr11	45442955	chr11	46029059	-	-	8.13405	21.9455	15.039774999999999
chr11	115414304	chr11	116000362	+	+	10.47693	19.60196	15.039444999999999
chr19	3347975	chr19	3946894	+	+	6.877510000000001	23.20011	15.03881
chr5	65746419	chr5	66347212	-	+	4.60985	25.46606	15.037955
chr8	71852699	chr8	72443045	+	+	10.74081	19.33266	15.036735
chr7	29511867	chr7	30104725	-	+	20.78862	9.28004	15.03433
chr11	59107321	chr11	59693614	-	+	7.0218300000000005	23.04647000000001	15.034150000000006
chr1	172562720	chr1	173152885	-	+	19.35113	10.71675	15.033940000000001
chr19	4442640	chr19	5056432	-	+	21.68457	8.38155	15.03306
chr7	133232218	chr7	133836954	-	-	4.46471	25.59961	15.03216
chr5	143694194	chr5	144308474	-	-	10.2709	19.79245	15.031675
chr2	25282636	chr2	25880027	-	+	14.1371	15.92494	15.03102
chr7	28225223	chr7	28835346	-	+	12.83604	17.22504	15.03054
chr13	38858214	chr13	39455691	-	+	11.71986	18.340020000000006	15.029940000000003
chr2	103971335	chr2	104561686	-	+	24.02765	6.032030000000002	15.029840000000002
chr5	23992096	chr5	24588560	-	-	22.03583	8.023760000000001	15.029795
chr4	99603004	chr4	100210702	-	-	3.75224	26.30446	15.02835
chr11	115183804	chr11	115781621	+	+	8.47133	21.58416	15.027745
chr4	140919302	chr4	141514289	-	-	17.34766	12.707	15.027330000000001
chr19	45879775	chr19	46471240	-	+	13.755020000000002	16.299310000000002	15.027165000000002
chr14	55202690	chr14	55796314	+	-	14.13808	15.91433	15.026205000000001
chr7	150662783	chr7	151260788	+	+	8.28543	21.76545	15.02544
chr1	166245622	chr1	166835386	-	-	18.09609	11.95346	15.024775
chr4	140026159	chr4	140616652	-	-	7.74074	22.30784	15.024289999999999
chr9	70359201	chr9	70977332	-	-	9.093	20.95387	15.023435
chr3	87810226	chr3	88411525	+	+	9.74405	20.3011	15.022575
chr19	4468551	chr19	5053984	+	-	13.45606	16.58729	15.021675
chr15	11896321	chr15	12516083	-	+	22.2284	7.813239999999999	15.02082
chr5	113306240	chr5	113900630	+	+	21.63416	8.40584	15.02
chr7	108799284	chr7	109415711	-	+	10.15479	19.88323	15.019010000000002
chr11	20043896	chr11	20642815	+	-	7.12431	22.91344	15.018875000000001
chr1	181162358	chr1	181755573	-	+	26.78825	3.24802	15.018135000000001
chr16	35319541	chr16	35913805	-	-	15.28335	14.74585	15.014600000000002
chr9	44170229	chr9	44775101	-	-	4.46471	25.56372	15.014215
chr2	172825271	chr2	173409122	+	+	17.554579999999998	12.47317	15.013874999999999
chr11	23330210	chr11	23949399	-	+	6.13897	23.88741	15.01319
chr17	31801923	chr17	32407133	-	-	25.46606	4.55839	15.012224999999999
chr15	11896321	chr15	12508185	-	+	22.2284	7.795730000000002	15.012065000000002
chr7	134452552	chr7	135065355	+	+	17.550720000000002	12.47317	15.011945
chr9	50501928	chr9	51101019	+	-	17.95794	12.06406	15.011
chr10	79454488	chr10	80041336	+	+	4.36474	25.65525	15.009995
chr2	93499362	chr2	94085656	-	-	16.704079999999998	13.31475	15.009414999999999
chr6	126502203	chr6	127092268	-	+	17.182170000000006	12.83604	15.009105000000003
chr2	31238675	chr2	31820818	-	+	23.34627	6.67074	15.008505
chr7	107997464	chr7	108599034	+	+	14.91968	15.09694	15.00831
chr8	86307271	chr8	86887808	+	+	15.11312	14.901270000000002	15.007195000000001
chr2	164343516	chr2	164937883	-	-	23.31721	6.6970600000000005	15.007135
chr1	23769796	chr1	24374574	+	+	15.59146	14.42236	15.00691
chr5	135829588	chr5	136444845	+	+	4.60985	25.40388	15.006865000000001
chr2	37630289	chr2	38231677	+	-	7.27602	22.73611	15.006065
chr12	71595976	chr12	72212558	+	-	20.13527	9.87459	15.004929999999998
chr4	134622840	chr4	135223536	+	-	22.12049	7.888039999999997	15.004264999999998
chr3	127466233	chr3	128052228	-	+	22.88163	7.12431	15.002970000000001
chr2	34565310	chr2	35153646	+	+	2.7041	27.30112	15.00261
chr11	118884111	chr11	119488759	-	+	19.74919	10.25577	15.002479999999998
chr11	49388736	chr11	49975258	-	+	7.813239999999999	22.18918	15.00121
chr15	79055340	chr15	79661009	+	+	10.53275	19.469520000000006	15.001135000000003
chr15	7988664	chr15	8583568	-	-	3.7717	26.23016	15.00093
chr6	94573161	chr6	95173713	+	+	12.42594	17.57585	15.000895
chr4	128788799	chr4	129378903	-	+	13.76044	16.24008	15.000259999999999
chr1	38844488	chr1	39449234	-	+	13.95221	16.047520000000002	14.999865
chr7	50538752	chr7	51150416	+	-	16.047520000000002	13.95076	14.99914
chr17	49071081	chr17	49669684	+	+	21.0655	8.92942	14.99746
chr3	130311074	chr3	130917999	+	-	18.85848	11.13605	14.997264999999999
chr5	30557654	chr5	31158690	+	-	16.18457	13.80904	14.996805
chr10	43269416	chr10	43868861	-	-	7.12431	22.86748	14.995895
chr10	17453052	chr10	18039154	+	-	18.25676	11.73417	14.995465
chr4	133912936	chr4	134519117	-	+	20.54179	9.44913	14.99546
chr3	103708814	chr3	104315781	+	+	17.30075	12.68758	14.994165
chr9	110612394	chr9	111216947	-	-	15.08678	14.901270000000002	14.994025
chr17	34709006	chr17	35305926	+	+	12.83604	17.15061	14.993325
chr11	101915329	chr11	102512855	-	-	11.13605	18.85004	14.993044999999999
chr6	70756122	chr6	71349386	-	-	17.80484	12.18066	14.99275
chr12	82897724	chr12	83498483	+	-	20.95387	9.03051	14.992189999999999
chr1	74186221	chr1	74770501	-	+	11.8446	18.13619	14.990395
chr9	77853497	chr9	78444860	+	+	13.82955	16.15021	14.98988
chr9	20802994	chr9	21406642	-	+	11.11997	18.85848	14.989225000000001
chr9	20543240	chr9	21161935	+	-	17.68957	12.28821	14.98889
chr11	86707870	chr11	87318398	+	-	19.66113	10.31626	14.988695
chr14	55228984	chr14	55833552	+	-	14.198	15.77608	14.98704
chr15	82987863	chr15	83589575	+	-	13.34148	16.6309	14.98619
chr10	126791112	chr10	127382594	+	+	11.8446	18.12511	14.984855
chr2	119262940	chr2	119868492	-	-	24.94634	5.0228	14.98457
chr13	56759660	chr13	57371189	-	-	18.65376	11.31509	14.984424999999998
chr11	100417275	chr11	101035304	-	-	14.38672	15.58129	14.984005
chr3	88326191	chr3	88940608	-	+	19.48627	10.48155	14.983910000000002
chr8	93460954	chr8	94056070	-	+	13.92007	16.047520000000002	14.983795
chr17	71545472	chr17	72143239	+	-	26.61904	3.34853	14.983785
chr6	90769158	chr6	91365072	+	-	19.05291	10.91403	14.98347
chr15	98930607	chr15	99536246	+	+	13.62215	16.34402	14.983084999999999
chr14	47399078	chr14	48015906	+	-	5.56803	24.39597	14.982
chr10	126560729	chr10	127171709	+	-	19.485	10.47693	14.980965
chr12	113862175	chr12	114462612	-	+	14.04366	15.91433	14.978995
chr12	79433289	chr12	80020447	+	-	19.35184	10.60336	14.977599999999999
chr11	116943087	chr11	117536046	+	-	24.59212	5.36272	14.97742
chr11	97864119	chr11	98468243	-	+	21.76545	8.18895	14.9772
chr6	120253142	chr6	120848351	-	+	6.6970600000000005	23.25526	14.97616
chr4	140943482	chr4	141532236	+	+	18.63693	11.31509	14.976009999999999
chr8	125354501	chr8	125967131	-	-	13.96425	15.98633	14.975290000000001
chr16	50118469	chr16	50737080	-	-	5.0228	24.9275	14.97515
chr11	119982190	chr11	120581870	-	-	9.48972	20.45925	14.974485000000001
chr14	55796314	chr14	56379187	-	-	15.91433	14.03232	14.973324999999999
chr3	88407713	chr3	89020016	-	-	14.848070000000002	15.09694	14.972505000000002
chr5	130742750	chr5	131334209	+	-	13.8648	16.07595	14.970375
chr19	37677077	chr19	38273447	+	-	16.111179999999994	13.82955	14.970364999999997
chr1	194610770	chr1	195209213	+	-	4.60985	25.3305	14.970175000000001
chr17	34548287	chr17	35158275	-	+	13.372929999999998	16.56653	14.969729999999998
chr3	89289289	chr3	89885577	-	+	26.50018	3.43875	14.969465
chr11	75280375	chr11	75899586	+	+	8.47133	21.4675	14.969415000000001
chr9	109765125	chr9	110351544	-	+	18.02032	11.91768	14.969000000000001
chr4	105766066	chr4	106381223	-	-	8.62797	21.30833	14.968150000000001
chr5	121315541	chr5	121927890	-	-	12.71692	17.21886	14.96789
chr7	35440785	chr7	36037276	-	-	23.43972	6.49603	14.967875000000001
chr12	105665397	chr12	106263681	-	-	14.848070000000002	15.08678	14.967425
chr2	131355951	chr2	131965040	-	-	20.71441	9.2197	14.967055
chr1	74849691	chr1	75464378	-	-	13.692570000000002	16.24008	14.966325000000001
chr12	109391153	chr12	109996235	+	-	10.44378	19.48334	14.96356
chr11	68403117	chr11	69006516	-	+	11.73417	18.19004	14.962105000000001
chr11	54676673	chr11	55258517	-	-	20.7491	9.17001	14.959554999999998
chr9	74315543	chr9	74898045	+	+	2.7904400000000003	27.12795	14.959195
chr10	93011929	chr10	93610589	-	+	11.57748	18.340020000000006	14.958750000000002
chr4	133743260	chr4	134340792	+	+	22.02943	7.888039999999997	14.958734999999999
chr4	134355412	chr4	134952409	-	+	25.30593	4.60985	14.957889999999999
chr10	18292576	chr10	18905970	+	-	9.28004	20.63468	14.95736
chr2	103971335	chr2	104584410	-	-	24.02765	5.88504	14.956345
chr11	100334411	chr11	100919376	-	-	17.62377	12.28821	14.95599
chr10	60219936	chr10	60819050	-	-	25.22112000000001	4.6903	14.955710000000005
chr9	45225549	chr9	45811971	-	+	15.947029999999998	13.96425	14.955639999999999
chr7	146485554	chr7	147102468	-	-	19.69663	10.20805	14.95234
chr5	29716108	chr5	30322482	+	+	27.11349	2.7904400000000003	14.951965
chr14	54847982	chr14	55462429	+	+	22.16086	7.74074	14.9508
chr6	48374283	chr6	48989686	+	+	4.22919	25.67207	14.95063
chr17	28465399	chr17	29073734	+	+	12.68758	17.21175	14.949665
chr2	115340956	chr2	115927169	+	-	17.182170000000006	12.71692	14.949545000000004
chr8	72806867	chr8	73422121	+	+	10.04559	19.85304	14.949315
chr1	133897257	chr1	134506064	+	-	16.90897	12.98966	14.949315
chr16	35360874	chr16	35941675	-	-	15.97621	13.92007	14.94814
chr1	157282792	chr1	157883700	+	+	3.11829	26.77744	14.947865
chr7	108769130	chr7	109371840	-	+	27.29448	2.5980000000000003	14.94624
chr6	108048604	chr6	108660157	+	-	10.87507	19.01586	14.945464999999999
chr11	96672572	chr11	97261872	-	-	3.90662	25.98413	14.945375
chr11	49800319	chr11	50412856	+	+	25.98413	3.90662	14.945375
chr2	172447630	chr2	173055232	-	+	3.90662	25.98279	14.944705
chr14	26636072	chr14	27218189	+	+	25.98279	3.90662	14.944705
chr12	101202667	chr12	101816693	-	+	19.61826	10.2709	14.944579999999998
chr6	72551914	chr6	73155194	+	-	18.72211	11.16177	14.94194
chr13	23616690	chr13	24204976	-	+	21.10636	8.777289999999999	14.941824999999998
chr4	131042899	chr4	131657272	-	-	23.3872	6.49603	14.941615
chr3	103898772	chr3	104479514	+	-	10.39431	19.48627	14.940290000000001
chr11	102590047	chr11	103194058	+	+	12.57232	17.307560000000002	14.93994
chr2	167243395	chr2	167830086	-	-	19.48627	10.39351	14.93989
chr18	6027775	chr18	6627297	-	+	8.99721	20.8801	14.938655
chr13	23789437	chr13	24398309	-	+	15.92494	13.95221	14.938575
chr10	80041336	chr10	80653781	+	-	25.65525	4.22127	14.93826
chr3	121203355	chr3	121807571	-	-	16.887	12.98912	14.93806
chr11	94937476	chr11	95547532	+	+	16.885089999999998	12.99085	14.93797
chr11	107726652	chr11	108308662	+	+	13.13285	16.74266	14.937755
chr5	115070471	chr5	115660580	+	-	12.01575	17.858829999999994	14.937289999999997
chr19	36890624	chr19	37494316	+	+	13.372929999999998	16.50131	14.93712
chr4	62422931	chr4	63029810	-	+	13.372929999999998	16.50131	14.93712
chr16	13699275	chr16	14311694	-	-	10.89601	18.97501	14.93551
chr12	103699627	chr12	104303361	-	-	13.82274	16.047520000000002	14.935130000000001
chr10	126770413	chr10	127374689	-	-	16.111179999999994	13.755020000000002	14.933099999999998
chr15	101917800	chr15	102528821	-	+	3.88079	25.98413	14.93246
chr15	101937018	chr15	102528821	-	+	3.88079	25.98413	14.93246
chr2	75441387	chr2	76054414	-	+	18.95022	10.91403	14.932125000000001
chr3	96880598	chr3	97485902	-	+	17.57585	12.28821	14.93203
chr8	86887808	chr8	87499512	+	+	14.901270000000002	14.96256	14.931915
chr17	26589739	chr17	27169992	-	+	7.12431	22.73611	14.93021
chr5	146901732	chr5	147482423	-	-	5.73126	24.12811	14.929685
chr4	130429541	chr4	131042899	+	-	6.46519	23.3872	14.926195
chr6	86153283	chr6	86756617	-	-	12.9086	16.94266	14.92563
chr19	29722916	chr19	30322016	-	-	14.9385	14.91242	14.92546
chr4	125813249	chr4	126418858	+	-	7.25515	22.59458	14.924865
chr11	115190848	chr11	115801202	+	+	4.1760199999999985	25.67207	14.924045
chr7	6641653	chr7	7231222	-	-	7.25515	22.59021	14.92268
chr8	72628614	chr8	73242386	+	+	14.747	15.09694	14.92197
chr17	43597687	chr17	44213185	-	+	18.97501	10.86844	14.921725
chr19	20509224	chr19	21112080	-	+	13.895920000000002	15.947029999999998	14.921475000000001
chr12	112230704	chr12	112835713	-	+	25.98078	3.86201	14.921395
chr11	3356545	chr11	3953789	+	+	14.39476	15.44803	14.921395
chr9	42496430	chr9	43092803	+	+	14.04366	15.799120000000002	14.92139
chr1	196049359	chr1	196665632	-	+	21.39669	8.4435	14.920095
chr11	54801667	chr11	55384842	-	+	18.4394	11.39952	14.91946
chr8	83277414	chr8	83873540	+	+	9.88322	19.9521	14.917660000000001
chr8	87337146	chr8	87932135	-	-	20.64066	9.19394	14.917300000000001
chr1	167701913	chr1	168290497	+	-	16.56225	13.27175	14.917
chr11	82700252	chr11	83305179	-	+	20.63733	9.19394	14.915634999999998
chr14	55113258	chr14	55717111	-	-	14.51918	15.31207	14.915625
chr19	36257792	chr19	36876926	+	+	20.55116	9.28004	14.9156
chr4	34732288	chr4	35320328	+	+	4.96709	24.86353	14.91531
chr6	34143921	chr6	34728190	-	-	18.09609	11.73417	14.915130000000001
chr2	114086284	chr2	114679779	+	+	14.982070000000002	14.848070000000002	14.915070000000002
chr4	59013676	chr4	59615793	-	-	21.71723	8.1123	14.914765
chr7	26024483	chr7	26640309	-	+	7.55705	22.27211	14.91458
chr8	85975197	chr8	86563130	-	+	18.70976	11.11898	14.91437
chr11	96652835	chr11	97261872	+	-	3.84459	25.98413	14.91436
chr5	137140586	chr5	137728093	-	-	17.60125	12.22668	14.913965000000001
chr11	82721947	chr11	83305179	-	+	20.63252	9.19394	14.913229999999999
chr9	102782081	chr9	103372036	-	+	16.06296	13.76044	14.9117
chr5	143698185	chr5	144309438	+	+	21.41659	8.40584	14.911214999999999
chr18	60756992	chr18	61369442	+	-	10.69835	19.12386	14.911105
chr7	35293089	chr7	35904261	-	+	3.63801	26.18323	14.91062
chr5	134950000	chr5	135551741	-	-	24.38292	5.4375300000000015	14.910225
chr8	125726411	chr8	126314136	-	+	20.012220000000006	9.80811	14.910165000000003
chr4	129262634	chr4	129876333	+	+	18.340020000000006	11.47924	14.909630000000003
chr4	132020132	chr4	132612464	+	+	12.6247	17.19377	14.909235
chr11	119972521	chr11	120558057	+	+	23.88741	5.9299300000000015	14.90867
chr8	23065993	chr8	23655632	-	-	13.31475	16.50131	14.90803
chr11	100844889	chr11	101435912	+	+	24.87169	4.94304	14.907365
chr3	87814733	chr3	88396026	+	+	17.67033	12.14224	14.906285
chr5	130751572	chr5	131335784	+	-	21.82369	7.9881	14.905895
chr5	115891660	chr5	116474637	-	+	20.7264	9.08383	14.905115000000002
chr19	47195714	chr19	47805697	+	-	22.55477	7.25515	14.90496
chr17	24813310	chr17	25411275	-	-	12.28821	17.52094	14.904575
chr17	29046708	chr17	29651563	+	-	20.39023	9.41775	14.90399
chr5	117944182	chr5	118541055	-	-	9.15519	20.64928	14.902235000000001
chr3	95479919	chr3	96091360	-	-	13.692570000000002	16.111179999999994	14.901874999999997
chr15	34672983	chr15	35256557	+	+	22.37952	7.42404	14.901779999999999
chr10	79447415	chr10	80029247	+	+	11.46251	18.340020000000006	14.901265000000002
chr10	24345076	chr10	24939158	-	-	14.1371	15.66543	14.901265
chr4	137874606	chr4	138470012	-	-	12.99039	16.81169	14.901039999999998
chr10	80461783	chr10	81065758	+	-	13.5205	16.27958	14.90004
chr16	34119644	chr16	34700456	+	-	9.74405	20.05422	14.899135000000001
chr16	38137587	chr16	38729908	-	-	17.61744	12.18066	14.899049999999999
chr6	29712695	chr6	30319475	+	-	22.54294	7.25515	14.899045000000001
chr10	80041336	chr10	80634415	+	+	25.65525	4.14271	14.89898
chr17	80418738	chr17	81020469	+	+	7.6242	22.17362	14.89891
chr7	19717091	chr7	20325795	+	+	19.9521	9.84504	14.89857
chr19	4433445	chr19	5016998	+	-	4.32656	25.46606	14.89631
chr15	81661992	chr15	82268483	+	+	22.53214	7.259589999999997	14.895864999999997
chr16	38468916	chr16	39053280	-	-	6.44422	23.34627	14.895245
chr3	89721497	chr3	90329509	+	+	9.25465	20.53479	14.89472
chr7	150338402	chr7	150949956	-	-	5.19715	24.59212	14.894635000000001
chr9	66085695	chr9	66673998	-	-	5.19715	24.59212	14.894635000000001
chr19	41527603	chr19	42119876	-	+	5.19715	24.59212	14.894635000000001
chr11	74659485	chr11	75271858	-	-	7.12431	22.66309	14.8937
chr10	80150804	chr10	80752213	-	+	15.588	14.198	14.893
chr2	163412298	chr2	164006117	+	-	23.07845	6.705239999999999	14.891845
chr3	96880598	chr3	97484639	-	+	17.57585	12.20692	14.891385
chr5	65604800	chr5	66215054	-	+	25.21753	4.56419	14.89086
chr13	59944352	chr13	60530690	+	+	25.31658	4.46471	14.890645
chr6	115967810	chr6	116582356	+	+	3.37934	26.40187	14.890604999999999
chr9	65512185	chr9	66131826	-	+	14.68364	15.09694	14.89029
chr7	87277601	chr7	87874920	+	+	9.06256	20.71441	14.888485
chr15	78970236	chr15	79554064	-	+	17.16808	12.60876	14.88842
chr5	23396736	chr5	23992096	+	-	7.74074	22.03583	14.888285
chr1	133187394	chr1	133802264	+	+	14.26934	15.50586	14.887599999999999
chr10	41550875	chr10	42163440	+	-	26.42616	3.34853	14.887345
chr15	97026218	chr15	97607144	+	-	12.47317	17.30075	14.88696
chr6	145604394	chr6	146220957	-	-	5.1816	24.59212	14.88686
chr7	36051897	chr7	36644822	-	-	10.91403	18.85848	14.886255
chr2	31727921	chr2	32344396	-	+	4.46471	25.30593	14.88532
chr3	88280512	chr3	88894768	-	+	9.85343	19.91618	14.884805
chr4	57333624	chr4	57940869	-	-	14.91968	14.848070000000002	14.883875
chr5	137357434	chr5	137943385	-	+	10.74911	19.01756	14.883334999999999
chr2	168298505	chr2	168883514	+	+	26.42616	3.33986	14.883009999999999
chr19	45036359	chr19	45648692	-	-	3.31746	26.44813	14.882795
chr2	119015281	chr2	119624083	-	+	22.11877	7.64168	14.880225000000001
chr10	79604300	chr10	80213983	-	+	13.05459	16.704079999999998	14.879334999999998
chr19	60220443	chr19	60816673	-	-	23.52053	6.2365900000000005	14.87856
chr19	43570529	chr19	44186308	+	-	18.85848	10.89601	14.877245
chr4	133069131	chr4	133675803	-	+	21.79202	7.96247	14.877245
chr8	107093745	chr8	107681650	+	+	12.15324	17.60125	14.877245
chr10	119694576	chr10	120301707	+	-	11.31509	18.4394	14.877244999999998
chr2	165162992	chr2	165746638	-	+	19.90475	9.84963	14.877189999999999
chr3	141525951	chr3	142139039	+	-	12.99085	16.76309	14.87697
chr11	53257577	chr11	53867948	-	-	21.63416	8.11875	14.876455
chr11	102161370	chr11	102754439	+	+	16.76309	12.98966	14.876375
